text,label,file_line_number,label_id
بفكر #الرجاء البيضاوي يفوز على #المغرب الفاسي 365 شو بتتوقع؟ #365,OBJ,2087,3
كيف اكتمل عقلك ايها الجاهل !!!؟ #الام_المثالية #الام_هي,OBJ,2096,3
حلقة الليلة الجزء الاول: عفاريت الاسفلت,OBJ,2108,3
الآن: الكاتب والسيناريست بلال فضل و الروائي العالمي علاء الأسواني وقائمة الاغتيالات في آخر كلام على 12053 - 12398 #,OBJ,2145,3
شاهد - آخر كلام: م عبدالحكيم جمال عبدالناصر - التعديلات الدستورية,OBJ,2146,3
إما أن عبد الجليل الشرنوبي كذب أو محمد مرسي كذب، شوف كده مين اللي ليه سوابق في الكذب وإخلاف الوعود واحكم براحتك,NEG,2150,0
وجهة نظر ساذجة تقول أن من ناضل في الماضي يحق له أن يتحول إلى ندل اليوم,NEG,2151,0
#الشروق محافظ البحيرة يكرم 140 من أبطال حرب أكتوبر: كرم محافظ البحيرة اللواء مصطفى هدهود، 140 من أبطال #مصر,OBJ,2162,3
عندما يتهم الجهاز المركزى للمحاسبات رسميا وزيرا بالفساد يبقي عليه العوض فى العدل سيبك احلى من الشرف مفيش,NEG,2176,0
#أوسكار : لقد امضيت سنتان مميزتان حتى الأن، و أريد أن استمر في اللعب هنا لسنوات عديدة مثل تيري ولامبارد,POS,2181,1
اسماء يمكنك الاتصال بدكتور محمد صبحي فيما يخص ملف المصريين بالخارج الموضوع لا يحتمل التباطؤ : _,OBJ,2194,3
كرستيانو رونالدو يفصله 75 هدف ليصبح الهداف التاريخي الاول في ريال مدريد #اسطورة,POS,2200,1
"وأصبح تفجير البيوت وحرق عشش الفقراء ""أعمال قتالية"" في نظر الجيش المصري ! #سيناء #مصر #",NEG,2205,0
اوعدونى لو يوم لقيت نفسى انحنيت واحتجت من ضعفي بلاش تتأخروا الناس تغيب بس انتوا لازم تفضلوا #حمزة_نمرة,OBJ,2207,3
علبتين لبنالحلقة الثانية من مشاهد من مسرح حكم الفرد وتعليق سريع على الأحداث في نهاية المقال,OBJ,2211,3
حدث فى جمهورية العبث,OBJ,2213,3
#الشام_اليوم - #دائرة_الضوء - مستقبل #المصالحة السيناريوهات المتوقعة #فلسطين #اسرائيل #المفاوضات #حماس #فتح,OBJ,2217,3
: نترقب المناظرة اليوم بين ابو الفتوح و عمرو موسى ،،نتمنى التوفيق لعمرو موسى ننصح الاثنين بالصدق والوضوح والاجابات المحددة ليربح الأصلح !,OBJ,2220,3
2د بل وأغراهم بالفعلة الإجرامية المتمثلة في تهديد المجتمع بالعنف، وبالتحريض على ممارسته باسم شرعية سقطت، وبالشحن الطائفي والمذهبي,NEG,2222,0
حركة تمرد صاحبة انتصار 30 يونيو طالبت بالبرادعي رئيساً للوزراء ولما اعترض السلفيون تم استبعاده هل خرجنا من حكم الاخوان الى حكم السلفيين,NEUTRAL,2228,2
___ ههههههههههه اصلا ما في احد معبرك #ارحل عدو النجاح,OBJ,2229,3
ليه بتجرحنى وتطلب منى اكون مجامله وافضل ساكته كده واتحمل سوء معام #شيرين,OBJ,2233,3
اذا كان يومنا باسم فليكن عملك نجيبا! صباح الفرح و السلام صباح الحرية و الوئام,OBJ,2237,3
أمس تأكد كل من له عقل وعينان أن الانقلاب لن يتمكن من قيادة شعب مصر هروبهم لاكمال حياتهم مع شفيق اهون من انتظار مصيرهم بعد سقوطهم,OBJ,2242,3
الحرية لـ #خالد_سعيد الامان الحرية لـ #مينا_دانيال حرية التعبير والاعتقاد الحرية لـ #الحسيني_أبوضيف,OBJ,2243,3
😡😡 بغيض نبي نطلع ومسكها على البطاطس #صور #تصوير #تصويري #عدستي #انستقرام #تويتر #فيديو #دبي #رحله #سفر…,OBJ,2245,3
يا ريت اقدر مش هاينه عليه بلدى,OBJ,2249,3
(إن مشكلتك ليست سنواتك التي ضاعت ، ولكن مشكلتك هي سنواتك القادمة التي ستضيع حتماً إذا واجهت الدنيا بنفس العقلية ! ) #مصطفى_محمود,OBJ,2252,3
فلبيني أسلم قبل 20 يوماً في مكتب الدعوة ، وذهب إلى العمرة الأسبوع الماضي، وتوفى بالأمس عند دخوله المسجد …,OBJ,2254,3
البيع أو المتاجرة أو استعباد الأطفال و #عمالة_الأطفال #يوسف_الحسيني #كلام_و_كلام #السادة_المحترمون,OBJ,2258,3
المقاطعة الشاملة للانتخابات كان يحب الحشد لها حتى تكون مؤثرة اما المقاطعة الفردية فهى اجمل هدية نقدمها للفلول هم يشترون الاصوات ونحن نبددها,NEUTRAL,2261,2
مسيرة للإخوان في الإسماعيلية تنتهي باشتباكات مع الأهالي بالشارع التجاري #السادة_المحترمون …,OBJ,2274,3
تأجيل نظر عودة #الحرس_الجامعي إلى جلسة 29 إبريل,OBJ,2279,3
البوابة نيوز: اليوم جنايات #المنصورة تستكمل محاكمة 17 إخوانيًّا بتهمة إثارة العنف: # #مصر #إخوان #إرهاب,OBJ,2280,3
"اللواء #شمس_بدران (وزير الحربية الاسبق)لـ #البلد_اليوم: #السادات حفر اسمه في التاريخ من خلال #حرب_اكتوبر 1973 _قناة #صدى_البلد""",OBJ,2282,3
#سما_المصري زيطه وبالونه فاضحه للتغطيه علي امور اخري الالهاء,NEG,2295,0
شاهد - آخر كلام: تأثير زراعة البذور المعدلة وراثياً #,OBJ,2313,3
#الحريه_لطلاب_صيدله_المنصوره ويبقــــى الدُعـــاء ويثبــت الأجــر ;),OBJ,2327,3
#انقلاب_مصر #الدقهليه|25-4-2014 #حاميها_حراميها,OBJ,2329,3
لابد من عودة المواطن الى المشهد السياسي من خلال المشاركه العاليه و الواعيه فى الانتخابات,OBJ,2330,3
لقاء رائع اجتمعت فيه مع الشيخ #عادل #الكلباني ،وأشكره على كرم ضيافته و الفوائد العلمية التي قدمها لي,POS,2341,1
#حط_نفسك_مكان_البنت و شوف إحساسها ايه و هى عارفة انها بعد ما تعدى من جنب ولاد هيبوصوا عليها ازاى,OBJ,2347,3
"سحر النوم والراحة مع #مصطفى_حسني ،، جميلة =)""",POS,2352,1
لا تعلم الغيب,OBJ,2358,3
مطاحن #كفرالشيخ تستقبل #القمح من المزارعين والتجار بعد غد,OBJ,2359,3
ورغم ان حمدين كان نائب في البرلمان لكن كلام وكلام #السادة_المحترمون,OBJ,2364,3
تقدم ببلاغات مشابهة حمدي قنديل وجورج اسحق وعبد الجليل مصطفى طالبنا جميعا بوقف فوري للعنف وتحقيق فوري للنيابة العامة,OBJ,2370,3
"بالفيديو عضو بحملته الانتخابية: #السيسي لا يقابلنا لأنه ""مرشح غير عادي"" ويعشق لقب #المشير ولا يزال متمسكا به",POS,2373,1
يجب أن نبدأ فى ممارسة السلوك الديمقراطى فى كل مكان فيه قرار وفيه بشر بكل وعى وحرية والوعى والحرية فى المفهوم,OBJ,2374,3
من رزق الشكر لم يحرم الزيادة لقوله تعالي (لئن شكرتم لأزيدنكم) أرجوك احمد الله الآن,OBJ,2386,3
#بيع_متابعين #تويتر #انستقرام #عاجل #الرياض #مكة #خواطر #غرد_بصورة #غرد_بصوره #دبي #غرد_بذكر_الله,OBJ,2387,3
النواب عصام سلطان والبلتاجى وحاتم عزام يصلون العصر قبل الصعود للمنصة,OBJ,2388,3
شاهد - آخر كلام: بحثاً عن طريق ثالث يحفظ لمصر ثورتها #,OBJ,2389,3
المحنة المصرية مقال اليوم لمن يسألون دائما عن الحل مع أنه موجود من زمان وقدمه مفكر كبير لمبارك من قبل فسخر منه,NEUTRAL,2404,2
الأدمن: انتظروا حلقة النهاردة الساعة 8 مساءً على #يوتيوب,OBJ,2409,3
ياريت كلنا نشارك في الإستفتاء على مرشحي الرئاسة بموقع صوت مصر ادخل واختار من تراه الأصلح لمصر,OBJ,2417,3
الرئيس وجماعته يدفعون بمصر إلى مرحلة ظلامية بامتياز، قرار ديكتاتوري بالاستفتاء على دستور باطل يقسم المجتمع ثم حصار للسلطة القضائية لتعويقها,NEG,2434,0
#صباح_الخير #مصر #غادة_عبدالرازق #الوطن_العربي  #السيدة_الأولى,OBJ,2445,3
شمس نيوز|| مصادر إسرائيلية: #عباس سينجح في تشكيل حكومة كفاءات وطنية,OBJ,2452,3
#أغنية دوي #الثورة- روزبه من #ليبرتي و #منيرة حمدي من #تونس #اشرف #آزادي #الحرية #ايران,OBJ,2456,3
مذيع التليفزيون المصري أعلن إنفجار قنبله في قسم بولاق الساعه ١٢ وبعدين رجع نفى الخبر وبعدين رجع أكده لأن الانفجار…,OBJ,2459,3
_ عايزيين دعم للهاشتاج ده # مخصص لقضية الطفلة سارة اسحاق 14 سنة مختطفة من اكتر من شهر ياريت #ريتويت شكرا,OBJ,2462,3
الحلقة 21 - الجزء الأول - فجر الإخوان,OBJ,2464,3
كلمة الدكتور أحمد الطيب شيخ الأزهر للشعب المصري ـ 17 أغسطس 2013,OBJ,2466,3
ما كل هذه الأعداد! انا مبهور عجلة ورا يا مرسي وإلا هندخل في مرحلة وا كرساه,NEUTRAL,2468,2
#ثورة_الانترنت باخد الـ من هنا بحولها من هنا وهى دى قمة الانجاز العلمي:),OBJ,2473,3
ياريت انا اشوفك قصادى #عمرو دياب,OBJ,2479,3
#جميلة #هي #الحياة #بوجود #الشخص #الذي #يسألك #عن #لحظة #إستيقاظك #وعن #حياتك #اليومية #و #حتى #عن…,OBJ,2480,3
ما بين بعينك على كثر مااجاااك #عبدالمجيد,OBJ,2491,3
دعبد المنعم أبو الفتوح: لا يمكن السماح لاحد بالحديث بأسم الاسلام، ولكن يستطيع الكل ان يقدم مفهومه البشري للاسلام،,OBJ,2493,3
#جاري_التحقيق-الحلقة الحادية عشر الأربعاء 15 رمضان - 24 يوليو 2013 الإعلامي خالد صلاح … … #يوسف_الح…,OBJ,2495,3
أحيي الذين سيخرجون اليوم معلنين رفض الانقلاب ، فسكوت الشعب استقرار لحكم العسكر الباطل #مصر,NEUTRAL,2499,2
المشـي لمـدة 30 دقيقـة في اليـوم تساعد في تنسيق شكل الجسم وتحسين اللياقة البدنية وتمنح الشعور بالسعادة #شعر #صحه #تغذيه #عناي…,OBJ,2500,3
شاهد - آخر كلام: مصالح الوطن العليا وحق الشعب #,OBJ,2505,3
د جابر جاد نصار استاذ القانون الدستوري جامعة القاهرة ضيف #يوسف_الحسيني الآن في #السادة_المحترمون,OBJ,2506,3
يا جماعة الفولورز مش كل حاجة انه عبء جسيم عنكم انتم ازهدوا عشان انا اعيش #جمعية_الأقل_من1000_فولورز,OBJ,2514,3
#غلطت_م_الأول_رنا_سماحه  #,OBJ,2520,3
سنتولى تحميل الحلقة على تويتر و صفحتنا على الفيس بوك للتواصل الاعلامي برجاء استخدام البريد الالكتروني الموجود على هذا الحساب أدمن,OBJ,2527,3
د عمرو حمزاوي يلتقي بأعضاء نادي ليونز نفرتيتي من أبناء الدائرة,OBJ,2530,3
لو حشد المصريون 5 ملايين مواطن فى القاهرة يوم 6 اكتوبر ان شاء الله سيسقط الانقلاب سقوطا كاملا القرار للشباب عماد الثورة,OBJ,2537,3
الحمد لله ان حقن دماء المصريين وأصلح بينهم وعقبال القوى السياسية 3,POS,2538,1
إيه حكاية منصب المرشد أعلى من مستوايات رئيس الجمهورية دي؟ هو المرشد كام دور يعني؟ ولا قصده في انهي فيديو جيم يعني,OBJ,2550,3
نجــآوى اللّيل تجعلكم أقوى كثيراً من أوجآعكم الغآئرة وأكبر من أمنيــآتكم الضّآئعة اللّيل ملاذكم الآمن ، لا تضيّعوه ب رقآد #م,OBJ,2551,3
#البوابة_نيوز: #أردني يستورد عصائر منتهية الصلاحية ويعيد طرحها بالأسواق:,OBJ,2564,3
اختار القناة التي تريد ان تشاهد الموسم التاني عليه؛ اون تي في،سي بي سي،ام بي سى،الحياة،التت,OBJ,2568,3
الشعب مصدر السلطات مطالب الشعب واضحة وصريحة الإستجابة الصادقة والفورية لها هى بداية لإعادة بناء الوطن لا يجب أن نكرر أخطاء الماضى,OBJ,2569,3
"6,5 مليون ورقة مالية للبنك التجارى الدولى من بورصة مصر إلي بورصة لندن وإلغاء 3مليون شهادة للمصرية للاتصالات بكره تشوفو مصر",OBJ,2584,3
سجن وادي النطرون كان يضم سجناء سياسيين مصريين وغير مصريين #السادة_المحترمون,OBJ,2590,3
اللي ضد تطهير الداخلية هو مرسي وجماعته وماحدش منعهم عن دهوياريت تورينا شطارة نقدك على كذب الرئيس وجماعته وفشلهم الذريع,NEG,2594,0
يافدي النصر ويازين الملعب غايه في الروعه والجمال ️️️️️️️️️  # #النصر_الشباب …,OBJ,2599,3
اعتصام سائقي سيارات الكسح أمام مجلس مدينة #إسنا للمرة الثانية بـ #الأقصر,OBJ,2601,3
#إبراهيم_محلب رئيس الوزراء قرر وقف الملاحقات الأمنية للعمال بسبب التظاهر أو الإضراب #…,OBJ,2603,3
#الأم_المثالية … تُخفي دمعتها عن أطفالها حتى لا يدخل الحزن إلى قلوبهم تظهر ابتسامتها لصغارها وإن كان قلبها يعتصر الألم!! قلبها كبير,POS,2607,1
| عَمْرُو عَبْدُ اِلهَاديِ #مظهر_شاهين اﻻمنجي بدرجة ازهري بتاع #جمال_مبارك جاب سيرتي مش هتﻻقيلي,OBJ,2613,3
3 1 123 حصل يوم الاتنين فعلا الرجاء العودة للحلقة,OBJ,2618,3
إنهم يكتبوننيمقال اليوم تضيئه أفكار بابلو نيرودا وكازانتزاكيتس عن دور الكاتب في الحياة,OBJ,2621,3
حماس تنفي تباين قيادتها السياسية والعسكرية,OBJ,2624,3
#غرد_بصورة 3 الحلف الامريكي الشيعي ضد الاسلام #السفير_السعودي_يقبل_رأس_رافسنجاني #سوريا #اسيوط #قندهار #ديالى,OBJ,2626,3
#اختاه احرصي على الاحتفال بعيد ميلادك بطريقة محتشمة و وفق الشريعة الاسلامية لكي تنالي رضا الله انشالله,OBJ,2632,3
أطفال يقودون ربيع العرب في آخر كلام 11م على أون تي في,OBJ,2633,3
إن شاء الله خلال أسبوعين هتنزل كل مواد المعصرة مش بس بي دي إف وإنما كنصوص منفصلة ليسهل قراءتها وبصحبتها الرسوم وهننزل الأعداد القديمة كمان,OBJ,2641,3
لقب برنس الاسبوع يذهب الي محمد يسري سلامة,POS,2649,1
الندوة الاسبوعية للدكتور علاء الأسواني الخميس القادم في الأسكندرية التفاصيل>> … … …,OBJ,2652,3
__ وذكر ابن ظهيرة في جامعه اللطيف أنه وجد هذه العادة في ذكرى #المولد_النبوي عند أهل مكة في القرن العاشر يتوارثها الخلف عن السلف،ولم تكن,OBJ,2663,3
لما كريستيانو و ديماريا ضيعوا الجولين #ذا_شامبيووونز,OBJ,2671,3
#اكتب_عبارة_على_باب_قلبك ',OBJ,2674,3
خليك كوبري #عسكر #اخوان لايق عليك # #قانون_التظاهر #قصر_الاتحادية #اسقاط_قانون_التظاهر #6ابريل,NEUTRAL,2678,2
استكر الإعلامى يوسف الحسينى إهانة الشيخ محمود ش #…,OBJ,2682,3
نقلا عن منى سيف: القرار في جلسة تجديد معتقلين ذكرى الثورة محضر عابدين سيصدر يوم الثلاثاء #رجعوا_المعتقلين,OBJ,2687,3
نـآآس بتحسب عمــرهـآآ بالدقيقه والسنهبـس كلــه الا انــآآ انا عمــرى م الليله أبتدي #عمرو_دياب,OBJ,2692,3
خبراء زراعيون: الشون الزراعية سبب إهدار كميات كبيرة من #القمح وسعر الاردب غير مرضي للفلاح # #مصر,NEG,2694,0
"#برنت يرتفع متجها نحو 110 دولارات للبرميل بسبب التوترات في #أوكرانيا: """,OBJ,2704,3
12 الكنيسة الرسولية بعزبة اسكندر بالمنيا والمركز الطبي وسكن الراعي الخاص بها,OBJ,2709,3
#كن_من_المسبحين #غرد_بالخير #غرد_بذكر_الله سبحان الله الحمد لله لا اله الا الله الله اكبر ولاحول ولاقوة الا بالله,OBJ,2718,3
"#الشروق: ""الفرنسية"": مجموعة كوماندوس كردية تخطف جنديين تركيين: خطفت مجموعة كوماندوس كردية عسكريين تركيين مساء",OBJ,2722,3
السباحة إزاى السياح ييجوا و محافظ الأقصر إرهابي,NEG,2724,0
#البوابة_نيوز: في خطاب لــ #محلب و6 وزراء #المركز_المصري: استخدام #الفحم كارثة:,OBJ,2739,3
الاعلامي المحترم يوسف الحسيني يطالب بإعادة فتح التحقيق في حريق مسرح قصر ثقافة بني سويف2005,POS,2741,1
إلى حد البكاءِ على يديكِ، أحاول أن أغني، و أعرف أنني وطنٌ و منفى، و أني لست مني، و لكني، أحاولُ أن أغني، حين أبكي,NEUTRAL,2742,2
هل توجد خطورة من وراء سد النهضة الأثيوبي ؟ - د نادر نور الدين #السادة_المحترمون …,OBJ,2747,3
وده فيديو أخر بكلام أخر تؤكد فى فاطمه ناعوت عن تأيديها لشفيق,OBJ,2752,3
القانون لا يجب ان يترك للتقدير الشخصي لمن ينفذه لايمكن ان نترك للضابط تقدير من هو البلطجي القضاء المدني كفيل بتحقيق العدالة,NEUTRAL,2754,2
"#زمكان - #مصر | وزير #العدل هيفتتح مجمع محاكم #الرحمانية بكرة وهيضع ""حجر الأساس"" لمحكمة #دمنهور",OBJ,2756,3
#الشروق مجموعة مسلحة تقتل اثنين من شرطة مرور جنوب دارفور: اغتالت مجموعة مسلحة اثنين من شرطة المرور بول #مصر,OBJ,2763,3
#يوسف_الحسيني لا تستمعوا لكلام البلتاجيفهو لا يريد الا التشويهخسىء وخسأ قومهسلام! #السادة_المحترمون …,NEG,2769,0
شباب مصر فى الكويت,OBJ,2780,3
تقرير بالمر ركز على قانون البحار، الذي يسمح للدول بالفعل بتفتيش السفن، بينما كان يجب التركيز على القانون الدولي ا,OBJ,2781,3
وزير الدولة الإماراتى: لا يمكن تصور اعتدال المنطقة دون استقرار مصر,OBJ,2782,3
النهاردة ومرسي في القفص عرفت ان محافظ سوهاج لسه مسماش اكبر ميدان هناك باسم الشهيد الحسيني ابو ضيف لعل المانع خير يا ب…,NEUTRAL,2783,2
#ماذا_فعلت_فى_الدنيا_ليدخلك_الله_الجنة_ قد تكون اعمالي قليلة بس اللي ربنا بيقدرني عليه بعمله الحمد لله لأدخلها ربنا ي,OBJ,2784,3
دبلوماسية محشي الشبت مقال اليوم في الشروق ياريت مرسي يبقى يدي للشعب وصفة محشي الشبت نبقى طلعنا منه بحاجة,NEG,2785,0
بوابة التليفزيون المصري| السفير حسام القاويش، المتحدث باسم #مجلس_الوزراء، للإعلامية #جيهان_منصور في برنامج,OBJ,2789,3
هو ٱنا ليه حاسة اننا زهدنا فى #الثورة اللى حيقول يترنح مكانه محفوظ فى البلوك ليست,OBJ,2792,3
#حذر تصبحووون ع خييييير ️,OBJ,2794,3
ما حدث في مصر عكس ما يقوله الكثير هو دليل على الوعي الديموقراطي لدى الشعب مرسي كان جاي بشروط وأول ما هو غيرها الشعب غيره,NEUTRAL,2802,2
#يوسف_الحسيني الاخوان تنظيم منتهى,OBJ,2803,3
#اذكر_افيهات_الثورة لقينا في خيم المعتصمين عند #الاتحادية #الإتحادية خمرة و مطهرات مهبلية :,NEUTRAL,2818,2
تابعوني علي قناة مصر 25 الساعة11 برنامج الوان الطيف,OBJ,2820,3
"الورقة التي لم تسقط في فصل الخريف:(خائنة) في عيون أخواتها,(وفية) في عين الشجرة,(متمردة) في عيون الفصول,فالكل يرى الموقف من زاويته,فما رأيك?",NEUTRAL,2831,2
علمو ولادكم إن مفيش حاجه إسمها #تحرير_سيناء وإن بطل الحرب والسلام حمار وإن سيناء هترجع ف اللحظه اللى يقرر العرب فيه رجوع #فلس…,NEG,2833,0
رسالة كل يوم 30 اغسطس 2013 موعدنا فى الشوارع والميادين مصر تحتاج كل مواطن حر شريف لاسقاط الانقلاب,OBJ,2835,3
#النصر_الشباب شكلي اذا شفت صرصور 😂😂,OBJ,2844,3
روحي اقرأي وانت تعرفي أن كلامك غير مضبوط,OBJ,2847,3
د علاء الأسواني : ان مصر الآن محتلة بمعنى الكلمة فالاحتلال لا يقتصر على القوى الأجنبية الحكم الفاشي بمثابة,OBJ,2848,3
للراغبين فى التطوع للحملة من المحافظات برجاء الإتصال ب أأحمد سالم - منسق المحافظات على 0165541351,OBJ,2856,3
ماتدافعش عن الكذب وتقولي أنا مش إخوان مرضك ده ليه علاج على فكرة إنك تبطل تعيش في قطيع الجماعة وتشغل مخك شوية,NEG,2862,0
بلال فضل ومصطفي النجار عن فاشية التعذيب في سجون وأقسام الشرطة بعد الانقلاب يكشف ان مصر ترتد لعصور العبودية، فظائع لا توصف,NEG,2869,0
كل يوم يزداد ايماني ان ربي حبيبي معي يارب لك الحمد جميع الامور ميسره بكل حب,POS,2871,1
كفاية عندك التايملاين ولو لسه مش فاهم يبقى مش مشكلتي حتى الآن كل الردود اللي بتحاول اما سخافة او قلة أدب او محاولة من واحد مش فاهم لغة,NEG,2880,0
عرفت الي فيها #اه_والله,OBJ,2899,3
الحد الأدنى والحد الأقصى #فسسسسسس,NEG,2903,0
عندك التايملاين وشوف بنفسك اتعب نفسك شوية,OBJ,2906,3
شاهد - آخر كلام: ثورة مصر إلى أين بعد أحداث جمعة التطهير مع عدد من النشطاء # #25 #,OBJ,2910,3
"أبرز عناوين #الصحف ""#الإسرائيلية"" صباح يوم الثلاثاء",OBJ,2913,3
تخبط غير عادي في هذه الحكومة ومن الرئاسة زيادة وإلغاء ضرائب في نفس اليوم يثبت انه ليس لديهما ادنى خطة او رؤية او نضج,NEG,2914,0
#حمدين و #البرادعى على طريقه القصاص #حمدين_عاوز_يحاكم_اسد_العرب #تعظيم_سلام_لجيش_مصر,OBJ,2922,3
عجز الموازنة في الربع الأول حسب تقارير وزارة المالية الرسمية يفوق 50 مليار جنيه الرقم صحيح وموثق,OBJ,2930,3
لابد من التوجيه التحيه الى حزب البناء و التنميه ( الجماعه الاسلاميه ) الذى تنازل عن نصيبه فى التاسيسيه من اجل احداث ال,POS,2931,1
المشير #السيسي يتقدم بأوراق ترشحه للجنة العليا لانتخابات الرئاسة ويشكر جماهير الشعب المصري …,OBJ,2932,3
فيديو: حلقة د عبد المنعم أبو الفتوح فى أنت وضميرك,OBJ,2934,3
#شعر #النصر #الهلال #متصدر_لا_تكلمني #الامارات #عمان #سوريا #غرد_بالخير #رتويت #دعاء [2949972],OBJ,2936,3
البيان: #دبي منصة عالمية لصناعة المعارض - #الإمارات #بالعربي,OBJ,2944,3
مصدر: #الإخوان استخدموا المولوتوف فى حرق نقطة مرور #الطالبية …,OBJ,2948,3
"#الميدان| أعلنت الحملة المركزية لدعم ""السيسي"" بالدقهلية، أمس، انتخاب فودة، البرلماني السابق عن الحزب الوطني",OBJ,2952,3
الاناضول بتقول ان فيه اشتباكات طائفيه بالاسلحه الناريه في #اسيوط والحصيله حتي الان 10 مصابين استرها يا رب,OBJ,2954,3
واحد بيطبل بقاله 3 سنين وفي الأخر مش عايزينه يبقى في حملة #السيسي؟ الراجل إجتهد و صوابعه ورمت،،عن #حازم_عبد_العظيم أتحدث !!,NEG,2958,0
#انتخبوا_العرص #ابن_اليهودية #الام_المثالية #الانقلاب_حلاوة_روح #انتخبوا_العرص,NEG,2963,0
عبدالمنعم عطية عضو مجلس إدارة نادي #دمنهور:وزراء الرياضة يهتمون بزيارة #الإسكندرية ولا يثومون بزيارة البحيرة رغم قصر المسافة #الملعب #,OBJ,2969,3
"وقفة تأمل لمجزرة ""الاتحادية"" ادانة واضحة ل",NEG,2982,0
#عاجل | #أوباما : الولايات المتحدة توسع اليوم الاثنين عقوباتها ضد #روسيا #أمريكا,OBJ,2991,3
تعجبت ممن طالب مرسي بعدم الذهاب لإيران مفيش في السياسة حاجة اسمها كدهالأَولى تحديد ماذا تريد من زيارته والرسائل الت,OBJ,2995,3
لمحبي النحو واللغة بمناسبة #اليوم_العالمي_للغة_العربية,OBJ,2996,3
اجي من هنا زحمه اروح هنا زحمهعن لجنه اﻻمتحانات اتحدث #محمود,OBJ,2997,3
لما سألنا قالوا الريس جاى يصلى الجمعة ف جامع السيدة السؤال بقى ده كله ليه و على حساب ميين ؟؟؟؟,OBJ,3002,3
الاناضول: اشتباكات عند أبواب المسجد الأقصى بين المصلين والشرطة #الإسرائيلية #القدس,OBJ,3009,3
"#الموجز #خالد_علي يعلن تضامنه مع ""ثوار الاتحادية"" يؤكد: التظاهر باطل",OBJ,3015,3
#الفيوم مصرع 10 وإصابة العشرات في تصادم اتوبيس بالفيوم لقي 10 أشخاص مصرعهم وأصيب آخرون فى حادث تصادم أتوبيس بعدد,OBJ,3020,3
#نبض_الاخوان ا #زواج_أمريكا_من_مصر_باطل من مسير أحرار مدينة #السادات بـ #المنوفية اليوم ضد الانقلاب #مكملين,OBJ,3021,3
محظورة حكومياً وثورياً و شعبياً و قانونياً #السادة_المحترمون,OBJ,3026,3
تحكي بروحك كلوبيستي وولد جمعية دز جام وإكتب كمنتار فيه #اثبتوا وجودكم ولاد الجمعية,OBJ,3031,3
كسبت او خسرت بردوا هنشجعك #زملكاوى,OBJ,3038,3
عندما يكون المتهم بطلا ويكون الحاكم والسجان جبناء مرسي رئيسنا الشرعى والانقلاب ساقط لا محالة,NEUTRAL,3039,2
#وانا_صغير_كنت دايم أسوي زي كذا ☺️,POS,3044,1
نهضة الغرور والأنانية يدعمها النفاق,NEG,3047,0
"صحيفة الفجر/ بيان رسمى""#وايت_نايتس"" تهاجم ""#مرتضى"" : جعلت #الزمالك عزبة لفساد - عبر تطبيق نبض",NEG,3054,0
"بالصور- وأد فتنة مرتضى-شوبير برعاية #السيسى ""عشان #مصر""",OBJ,3057,3
"#اللهم نولني مرادي , ويسر لي امري في الدنيا واالاخره , اللهم امين يارب العالمين",OBJ,3066,3
شاهد - آخر كلام: ثورة الشعب في تونس - السفير عبدالرؤوف الريدي إذا الشعب يوماً أراد الحياة فلا بد أن يستجيب,OBJ,3067,3
في مسلسل الحرب علي الإسلاميين في #مصر وزير التنمية المحلية كلام وكلام #السادة_المحترمون …,OBJ,3069,3
عرض الاسبوع 40 ألف متابع #شوارعنا #فن_تتقنه_النساء #ذلك_الشخص #شي_ودك_تجربه #بوح #درر #عجبني #حلو #مكه [2073653],OBJ,3073,3
"#صباحي: #عدلي_منصور أصدر قانون ""التحصين"" لخدمة الفساد| أي كلام وتشكيك المهم يوصل للكرسي",NEG,3089,0
السذج صدقوا هجوم الاعلام على باسم يوسف اذكرهم بهجوم عماد اديب ولميس وخيرى وتهديدهم بمقاضاته بعد اول حلقة المرة,NEG,3103,0
الاشتراك في الاستفتاء البائس اعتراف بشرعيته كل ما فعله مرسي باطل وغير شرعي ولا استبعد على الاخوان تزوير النتائج أنا مع المقاطعة الشاملة,NEG,3108,0
يرجى التواصل مع منسق لجنة المصريين في الخارج الاسم:م أحمد عبد الفتاح الموبايل : 0101004800 الايميل:_,OBJ,3121,3
العجوز مضاوي الرشيد ترد على سلمان العودة # #السعودية #الرياض #جدة # #بريدة #مكة #ابها #الدمام #المدينة,OBJ,3123,3
نكتة: مرة جورج وجرحس كانوا تايهين في الصحراء جعانين وعطشانين موت شافوا جامع على بعد فجورج قال لجرجس: تعالى نروح,OBJ,3133,3
#يارب انصر أهل #سورية !,OBJ,3138,3
#6ابريل #افرجوا_عن_مصر #يسقط_قانون_التظاهر منذ قليل والمسيرة تقترب من #الإتحادية …,OBJ,3141,3
ياآريت آآي حد يشووف #البوست ده يجبلي #شيبسي و #بيبسي و #ورد :),OBJ,3150,3
ما بتحييش العلمطب ريح تكتب الدستور ليه إنتو بتشتغلونا بقى!! #السادة_المحترمون,NEUTRAL,3152,2
مسخرة السنين 3 دقائق ضحك مع #توفيق_عكاشة شوفه بيقول ايه على هيفاء وهبى:,OBJ,3153,3
اتمنى ان يحقق الرئيس مرسي وعده بإعادة تشكيل اللجنة التأسيسية حتى يجنب مصر صراعات ستدفع ثمنها غاليا لابد من تطهيرالدولة من الفاسدين والفلول,NEUTRAL,3157,2
